잔여표시관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,잔여표시관리번호,연번-이력ID,위치정보,FRM_CDE,MNG_AGEN,XGEO,A074_RGB_CDE
25-0000001764,02-0000127997,0  ,20070601,20070601,190504.16685,553110.29733,-,004,001,0  ,-,001,2010-0101-065,25-001764,8110,1,002,-,,001
25-0000002857,02-0000128000,0  ,20080101,20090202,203755.03243,562183.64265,-,001,002,0  ,-,001,2008-0101-016,25-002857,8111,1,001,-,,001
25-0000003556,02-0000128007,0  ,20090609,20090609,190381.68817,552950.11105,.,004,001,1  ,-,001,2009-0101-028,25-003556,8112,1,001,-,,001
25-0000003556,02-0000128007,0  ,20090609  ,20090627  ,190383.287499942,552953.062494262,-,001,002,1  ,2312441    ,001,2009-0101-028,25-003556,8113,1,001,-,,001
25-0000003557,02-0000128008,0  ,20090609,20090609,190392.98951,552931.61105,.,004,001,1  ,-,001,2009-0101-028,25-003557,8114,1,001,-,,001
25-0000003557,02-0000128008,108,20090609  ,20090627  ,190390.78749994,552934.749994262,-,001,002,1  ,2312431    ,001,2009-0101-028,25-003557,8115,1,001,-,,001
25-0000002127,02-0000149212,0  ,20080101,20111110,202736.89041,556330.56628,-,001,001,1  ,-,001,2011-1101-074,25-002127,9109,1,001,-,,001
25-0000002127,02-0000149212,0  ,20080101,20080101,202736.89041,556330.56628,0,004,001,0  ,-,001,2011-1101-074,25-002127,9110,1,001,-,,001
25-0000002126,02-0000149223,0  ,20080101,20111110,202763.21892,556347.20864,0,003,001,0  ,-,001,2011-1101-074,25-002126,9111,1,001,-,,001
25-0000002126,02-0000149223,0  ,20080101,20080101,202763.21892,556347.20864,0,004,001,0  ,-,001,2011-1101-074,25-002126,9112,1,001,-,,001
25-0000001411,02-0000149224,320,20071008  ,20071008  ,185053.012499907,548043.593743684,-,001,002,1  ,1202751    ,001,2012-0101-128,25-001411,9113,1,002,-,,001
25-0000001411,02-0000149224,0  ,20071008,20071008,185052.86758,548043.11111,-,001,001,0  ,-,001,2012-0101-128,25-001411,9114,1,002,-,,001
25-0000005420,02-0000149368,128,20080717,20080717,206584.34031,548790.59303,아이엔티티,001,002,0  ,-,001,2000-0000-000,25-005420,9115,1,-,-,,001
25-0000008839,02-0000149369,223,20070330  ,20070330  ,206578.76250004,548783.649993771,-,001,002,0  ,5234802    ,001,2000-0000-000,25-008839,9116,1,-,-,,001
25-0000008838,02-0000149370,43 ,20000101  ,20000101  ,206555.87500004,548797.206243776,-,001,002,0  ,5234701    ,001,2000-0000-000,25-008838,9117,1,-,-,,001
25-0000008338,02-0000149499,0  ,20000101  ,20000101  ,195756.702868439,542134.378108143,-,001,002,0  ,3120172    ,001,2000-0000-000,25-008338,9118,1,-,-,,001
25-0000001434,02-0000149585,0  ,20071226,20080226,197547.09548,552916.62461,-,002,001,1  ,-,001,2000-0000-000,25-001434,9122,1,-,-,,001
25-0000001434,02-0000149585,0  ,20071226,20080226,197547.09548,552916.62461,-,002,001,1  ,-,001,2000-0000-000,25-001434,9123,1,-,-,,001
25-0000001434,02-0000149585,0  ,20071226,20071226,197547.09548,552916.62461,-,004,001,0  ,-,001,2000-0000-000,25-001434,9124,1,-,-,,001
25-0000006538,02-0000150272,206,20100226  ,20100226  ,190125.224999938,545672.356243408,아이엔티티,001,002,0  ,2107882    ,001,2009-0101-089,25-006538,9126,1,001,-,,001
25-0000008821,02-0000150273,0  ,20100226,20100226,190142.07296,545684.041,-,001,001,0  ,-,001,2000-0000-000,25-008821,9127,1,003,-,,001
25-0000009029,02-0000150326,45 ,20120907  ,20120907  ,190499.299999944,545282.556243364,-,001,002,1  ,2117604    ,001,2012-0101-051,25-009029,9128,1,004,-,,001
25-0000001440,02-0000150356,0  ,20071231,20071231,203260.96048,561319.40605,-,002,001,0  ,-,001,2000-0000-000,25-001440,9129,1,-,-,,001
25-0000001440,02-0000150356,0  ,20071231,20071231,203260.96048,561319.40605,-,002,001,0  ,-,001,2000-0000-000,25-001440,9130,1,-,-,,001
25-0000001441,02-0000150357,0  ,20071231,20071231,203261.71801,561292.46292,-,002,001,0  ,-,001,2000-0000-000,25-001441,9131,1,-,-,,001
25-0000001441,02-0000150357,0  ,20071231,20071231,203261.71801,561292.46292,-,002,001,0  ,-,001,2000-0000-000,25-001441,9132,1,-,-,,001
25-0000002858,02-0000150363,139,20080101,20090202,203739.95601,562161.36223,-,001,002,0  ,-,001,2008-0101-016,25-002858,9133,1,001,-,,001
25-0000001956,02-0000150567,0  ,20080530,20080531,193225.80563,550243.12729,아이엔티티,001,001,0  ,-,001,2007-0501-476,25-001956,9134,1,001,-,,001
25-0000006258,02-0000150711,101,20100315  ,20100315  ,190099.95308671,540737.305895353,-,001,002,0  ,2007892    ,001,2010-0101-041,25-006258,9137,1,001,-,,001
25-0000006259,02-0000150712,331,20100315  ,20100315  ,190086.143662654,540733.349681975,-,001,002,0  ,2007893    ,001,2010-0101-041,25-006259,9138,1,001,-,,001
25-0000002062,02-0000150733,0  ,20080617  ,20080617  ,206117.959565388,543329.679127942,INTT,001,002,0  ,5123812    ,001,2007-0511-592,25-002062,9139,1,001,-,,001
25-0000002063,02-0000150734,0  ,20080617  ,20080617  ,206106.584565388,543333.304127943,INTT,001,002,0  ,5123813    ,001,2007-0511-592,25-002063,9140,1,001,-,,001
25-0000004890,02-0000150752,0  ,20091217  ,20091217  ,205532.802777706,552009.581761807,INTT,001,002,0  ,5310752    ,001,2009-0201-006,25-004890,9141,1,001,-,,001
25-0000012134,02-0000180880,125,20150509  ,20150509  ,207506.600000045,558737.581244947,양광시스템,006,002,1  ,5453699    ,001,2015-0201-027,25-012134,14451,1,004,-,,001
25-0000001291,02-0000086661,0  ,20070919,20070919,207481.4086,558740.03552,-,006,001,0  ,-,001,2015-0201-027,25-001291,5666,1,003,-,,001
25-0000012220,02-0000031625,226,-,-,194815.797228018,545099.028986186,관급,001,002,0  ,3106262    ,001,-,25-012220,14537,1,001,-,,001
25-0000011996,02-0000180594,177,20140806  ,20140806  ,203735.88796,565288.55381,관급,001,002,1  ,4587102    ,001,2014-0101-036,25-011996,14313,1,001,-,,001
25-0000003207,02-0000015810,34 ,20151130  ,20151130  ,205023.121646789,558794.233825089,(주)아이엔티티,006,002,1  ,5404603    ,001,2015-0101-119,25-003207,1128,1,001,-,,001
25-0000012227,02-0000181519,335,20151130  ,20151130  ,197140.690165255,554743.80562203,(주)아이엔티티,006,002,1  ,3345996    ,001,2015-0101-119,25-012227,14544,1,001,-,,001
25-0000011002,02-0000058344,32 ,20151207  ,20151207  ,185053.968896639,548915.061631324,관급,006,002,0  ,1204732    ,001,2015-0101-104,25-011002,13319,1,004,-,,001
25-0000012221,02-0000058342,199,20151207  ,20151207  ,185051.843896639,548890.874131324,관급,006,002,0  ,1204723    ,001,2015-0101-104,25-012221,14538,1,004,-,,001
25-0000010994,02-0000058349,200,20151207  ,20151207  ,184933.174999908,548886.331243785,관급,006,002,0  ,1204523    ,001,2015-0101-104,25-010994,13311,1,004,-,,001
25-0000000568,02-0000005667,106,20070601  ,20151231  ,195453.794868369,550839.051251319,피플시스템,001,002,0  ,3218513    ,001,2015-0101-122,25-000568,408,1,002,-,,001
25-0000012303,02-0000181569,221,20150606  ,20150606  ,207437.637500047,557880.031244846,명신전자,006,002,1  ,5452523    ,001,2015-0101-035,25-012303,14620,1,001,-,,001
25-0000012254,02-0000144155,235,20150410  ,20150410  ,200416.812500004,556555.356244688,명신,006,002,1  ,4319466    ,001,2015-0101-082,25-012254,14571,1,001,-,,001
25-0000012237,02-0000102204,332,20151015  ,20151015  ,201341.349755388,554488.507089112,명신,001,002,1  ,4335346    ,001,2015-0101-100,25-012237,14554,1,001,-,,001
25-0000010244,02-0000177839,119,20131109  ,20131109  ,191599.412499947,544681.812493292,진우산전,006,002,1  ,2135882    ,001,2013-0201-016,25-010244,12561,1,004,-,,001
25-0000006230,02-0000200111,75 ,20141209  ,20141209  ,192591.98619,543272.79502,기타,006,002,0  ,2153902    ,001,2013-1101-021,25-006230,1956,1,004,-,,001
25-0000001683,02-0000076620,205,20151009,20151009,200578.69874,552412.736,관급,006,001,0  ,-,001,2015-0101-097,25-001683,4949,1,004,-,,001
25-0000012281,02-0000068450,302,20151014  ,20151014  ,201880.98277,553608.2309,명신,006,002,1  ,4343472    ,001,2015-0101-095,25-012281,14598,1,001,-,,001
25-0000001989,02-0000126680,99 ,20080704  ,20151210  ,191238.016904368,553254.57832161,피플전자,006,002,0  ,2333102    ,001,2015-0101-121,25-001989,7984,1,002,-,,001
25-0000006587,02-0000162865,269,20101004  ,20151231  ,196948.427704738,547430.222850281,피플시스템,001,002,0  ,3241536    ,001,2015-0101-120,25-006587,10285,1,002,-,,001
25-0000008158,02-0000171649,88 ,20110801  ,20151231  ,195299.02499997,554080.093744397,피플시스템,001,002,0  ,3314261    ,001,2015-0101-120,25-008158,11256,1,002,-,,001
25-0000005990,02-0000103783,187,20100611  ,20151231  ,194312.887499964,552595.356244222,아이엔티티,001,002,1  ,2391261    ,001,2015-0101-120,25-005990,6669,1,002,-,,001
25-0000004537,02-0000109442,316,20150922  ,20150922  ,205478.662500035,546108.856243463,진우산전(주),006,002,1  ,5118672    ,001,2009-1101-151,25-004537,7138,1,001,-,,001
25-0000004538,02-0000039048,0  ,20150922  ,20150922  ,205350.694452469,546110.338392542,진우산전(주),006,002,1  ,5118373    ,001,2009-1101-151,25-004538,2937,1,001,-,,001
25-0000004546,02-0000038940,0  ,20150920  ,20150920  ,204739.987500029,545971.131243444,진우산전(주),006,002,1  ,5108141    ,001,2009-1101-151,25-004546,2923,1,001,-,,001
25-0000012521,02-0000180766,190,-,-,195870.710192787,550560.955538819,-,001,002,1  ,3227365    ,001,-,25-012521,14838,1,001,-,,001
25-0000012505,02-0000007384,95 ,20151231  ,20151231  ,195454.399430056,549483.600954161,양광시스템,001,002,1  ,3215543    ,001,2015-0201-068,25-012505,14822,1,001,-,,001
25-0000012157,02-0000181187,334,20150211,20150211,209052.4956,557018.71435,진우산전(주),006,002,1  ,5480751    ,001,2014-0201-082,25-012157,14474,1,001,-,,001
25-0000012156,02-0000159977,163,20150211,20150211,209051.20582,556998.55032,진우산전(주),006,002,1  ,5480741    ,001,2014-0201-082,25-012156,14473,1,001,-,,001
25-0000012155,02-0000156945,335,20150211  ,20150211  ,209161.927078696,556970.165098266,진우산전(주),006,002,1  ,5480943    ,001,2014-0201-082,25-012155,14472,1,001,-,,001
25-0000011780,02-0000179889,239,20000101  ,20141203  ,206826.550000043,556959.606244738,-,006,002,0  ,5440242    ,001,2014-0401-003,25-011780,14097,1,004,-,,001
25-0000012102,02-0000180842,200,20150515  ,20150515  ,206506.33873,561427.12702,양광시스템,001,002,1  ,5439634    ,001,2014-1701-002,25-012102,14419,1,001,-,,001
25-0000012123,02-0000180869,253,20150115  ,20150115  ,200073.892755051,553971.171349632,관급,006,002,1  ,4304742    ,001,2015-0101-019,25-012123,14440,1,002,-,,001
25-0000012126,02-0000072937,244,20141110,20141110,202401.70442,554090.72225,관급,006,001,1  ,4354462    ,001,2015-0101-017,25-012126,14443,1,001,-,,001
25-0000012027,02-0000180636,326,20141106,20141106,198205.74144,553150.97834,관급,006,002,1  ,3372082    ,001,2014-0101-092,25-012027,14344,1,001,-,,001
25-0000009394,02-0000037509,0  ,20120601  ,20150115  ,205108.887500031,542842.03124308,진우산전,006,002,1  ,5102812    ,001,2014-0101-106,25-009394,2842,1,002,-,,001
25-0000000799,02-0000016965,0  ,20070601  ,20150115  ,204222.312500024,547178.868743588,진우산전,006,002,1  ,4290083    ,001,2014-0101-106,25-000799,1445,1,002,-,,001
25-0000008068,02-0000171540,0  ,20120430  ,20150115  ,209024.106589029,540678.349572821,진우산전,006,002,1  ,5087681    ,001,2014-0101-106,25-008068,11206,1,002,-,,001
25-0000008081,02-0000171552,0  ,20120430  ,20150115  ,208950.375000054,540636.631242824,진우산전,006,002,1  ,5087571    ,001,2014-0101-106,25-008081,11225,1,002,-,,001
25-0000014881,02-0000176837,340,20180811  ,20221223  ,197788.51511,543135.12246,명신전자,001,002,1  ,31622710   ,001,2022-0101-061,25-014881,17198,1,002,-,,001
25-0000013404,02-0000176837,253,20170526  ,20221223  ,197787.224999987,543134.031243116,명신전자,001,002,1  ,31622710   ,001,2022-0101-061,25-013404,15721,1,002,-,,001
25-0000013403,02-0000176838,73 ,20170526  ,20221223  ,197777.912499988,543129.718743116,명신전자,001,002,1  ,3162279    ,001,2022-0101-061,25-013403,15720,1,002,-,,001
25-0000014882,02-0000176839,65 ,20180811  ,20221223  ,197781.119976569,543120.709979171,명신전자,001,002,1  ,3162278    ,001,2022-0101-061,25-014882,17199,1,002,-,,001
25-0000009880,02-0000018357,162,20000101  ,20000101  ,202368.743096177,543610.436702695,-,001,002,0  ,41533710   ,001,-,25-009880,12197,1,-,-,,001
25-0000009883,02-0000033651,193,20000101  ,20000101  ,202193.962500015,543550.656243164,-,001,002,0  ,4153064    ,001,-,25-009883,12200,1,001,-,,001
25-0000009886,02-0000033194,29 ,20000101  ,20000101  ,201270.052172171,543198.910547706,-,001,002,1  ,4132183    ,001,-,25-009886,12203,1,-,-,,001
25-0000009894,02-0000031914,274,20000101  ,20000101  ,200313.26691,544708.683559865,-,001,001,0  ,4115297    ,001,-,25-009894,12211,1,003,-,,001
25-0000013402,02-0000176839,341,20170526  ,20221223  ,197780.682476568,543119.959979171,명신전자,001,002,1  ,31622710   ,001,2022-0101-061,25-013402,15719,1,002,-,,001
25-0000013401,02-0000176840,158,20170526  ,20221223  ,197784.724999988,543103.906243115,명신전자,001,002,1  ,31622710   ,001,2022-0101-061,25-013401,15718,1,002,-,,001
25-0000009921,02-0000131641,68 ,20000101  ,20000101  ,203132.31635116,541820.811722385,-,001,002,0  ,4160913    ,001,-,25-009921,12238,1,001,-,,001
25-0000014887,02-0000176841,278,20180811  ,20221223  ,197798.90083,543113.82987,명신전자,001,002,1  ,31622710   ,001,2022-0101-061,25-014887,17204,1,002,-,,001
25-0000009960,02-0000001581,318,20000101  ,20000101  ,196500.512499977,552502.256244208,-,001,001,0  ,33316510   ,001,-,25-009960,12277,1,003,-,,001
25-0000009982,02-0000162790,190,20000101  ,20000101  ,192337.59125091,553675.019247963,-,001,002,0  ,2353388    ,001,-,25-009982,12299,1,-,-,,001
25-0000014888,02-0000176842,247,20180811  ,20221223  ,197804.900897978,543122.533559543,명신전자,001,002,1  ,31622710   ,001,2022-0101-061,25-014888,17205,1,002,-,,001
25-0000010002,02-0000030493,250,20000101  ,20000101  ,191632.354232861,545462.504866476,-,001,002,1  ,2137945    ,001,-,25-010002,12319,1,001,-,,001
25-0000010009,02-0000165470,6  ,20000101  ,20000101  ,195777.061025079,545894.980897715,-,001,002,0  ,3128222    ,001,-,25-010009,12326,1,006,-,,001
25-0000010012,02-0000029199,42 ,20000101  ,20000101  ,191181.847916931,544833.252596842,-,001,002,1  ,2136017    ,001,-,25-010012,12329,1,-,-,,001
25-0000010022,02-0000156488,139,20000101  ,20000101  ,191803.613170358,545170.891839099,-,001,002,1  ,2146285    ,001,-,25-010022,12339,1,-,-,,001
25-0000009937,02-0000177255,120,20131115  ,20131115  ,192753.178990033,554911.542058861,아이엔티티,006,002,0  ,2366137    ,001,2013-0101-023,25-009937,12254,1,004,-,,001
25-0000010034,02-0000177369,96 ,20000101  ,20000101  ,196903.32092,547440.35439,-,001,002,0  ,3241432    ,001,-,25-010034,12351,1,-,-,,001
25-0000010040,02-0000097884,116,20000101  ,20000101  ,194497.861718456,544984.888010983,-,001,002,0  ,2196646    ,001,-,25-010040,12357,1,-,-,,001
25-0000010042,02-0000174062,239,20000101  ,20000101  ,195828.89982022,544235.831890516,-,001,002,1  ,3124394    ,001,-,25-010042,12359,1,-,-,,001
25-0000010059,02-0000066312,347,20000101  ,20000101  ,189090.787499933,547377.218743606,-,001,002,1  ,1281824    ,001,-,25-010059,12376,1,001,-,,001
25-0000010060,02-0000055466,78 ,20000101,20000101,187917.18374,549803.15129,-,001,001,0  ,1266411    ,001,-,25-010060,12377,1,-,-,,001
25-0000010067,02-0000056225,270,20000101  ,20000101  ,187948.674999927,548621.312493754,-,001,002,1  ,1263573    ,001,-,25-010067,12384,1,-,-,,001
25-0000010085,02-0000177438,290,20000101  ,20000101  ,185149.20168489,545938.501752096,-,001,002,1  ,1108936    ,001,-,25-010085,12402,1,-,-,,001
25-0000010087,02-0000177441,284,20000101  ,20000101  ,185149.78226077,545962.056569044,-,001,002,1  ,1108945    ,001,-,25-010087,12404,1,-,-,,001
25-0000010109,02-0000154085,10 ,20000101  ,20000101  ,189753.085790191,548610.84640808,-,001,002,1  ,2203172    ,001,-,25-010109,12426,1,-,-,,001
25-0000010113,02-0000070388,33 ,20000101  ,20000101  ,189013.287499932,547855.943743665,-,001,002,1  ,1282622    ,001,-,25-010113,12430,1,001,-,,001
25-0000010252,02-0000177876,90 ,20131220  ,20131220  ,203976.112500022,544362.506243256,-,006,002,1  ,4185524    ,001,2013-0401-004,25-010252,12569,1,004,-,,001
25-0000010139,02-0000113157,74 ,20000101,20000101,186880.37559,551486.32666,-,001,001,0  ,1249441    ,001,-,25-010139,12456,1,-,-,,001
25-0000010142,02-0000150981,287,20000101  ,20000101  ,187924.280223127,550825.634941724,-,001,002,1  ,12684110   ,001,-,25-010142,12459,1,001,-,,001
25-0000010146,02-0000052470,334,20000101  ,20000101  ,188967.974999933,550029.106243919,-,001,002,1  ,1286554    ,001,-,25-010146,12463,1,001,-,,001
25-0000010151,02-0000066787,12 ,20000101  ,20000101  ,182567.087499894,552849.587494247,-,001,002,1  ,0352712    ,001,-,25-010151,12468,1,-,-,,001
25-0000010157,02-0000064110,357,20000101  ,20000101  ,187634.212499925,551351.562494073,-,001,002,1  ,1259928    ,001,-,25-010157,12474,1,-,-,,001
25-0000010182,02-0000156387,234,20000101  ,20000101  ,187724.824999924,550363.018743959,-,001,002,1  ,1267025    ,001,-,25-010182,12499,1,-,-,,001
25-0000010196,02-0000174819,239,20000101  ,20000101  ,186281.349999916,550967.531244029,-,001,002,0  ,12382410   ,001,-,25-010196,12513,1,001,-,,001
25-0000010198,02-0000177484,315,20000101  ,20000101  ,186285.851064971,550948.955575658,-,001,002,0  ,1238236    ,001,-,25-010198,12515,1,-,-,,001
25-0000010199,02-0000177484,95 ,20000101  ,20000101  ,186283.169428015,550951.167934524,-,001,002,0  ,12382410   ,001,-,25-010199,12516,1,-,-,,001
25-0000010202,02-0000177487,282,20000101  ,20000101  ,186234.762139417,550945.89186091,-,001,002,0  ,1238134    ,001,-,25-010202,12519,1,-,-,,001
25-0000001595,02-0000039567,0  ,20131220  ,20131220  ,205384.712569241,544356.005471451,-,006,002,0  ,5115422    ,001,2013-0401-004,25-001595,2996,1,004,-,,001
25-0000005613,02-0000020415,0  ,00010101,00010101,194475.20139,542884.74888,-,004,001,1  ,-,001,2011-0101-073,25-005613,1846,1,005,-,,001
25-0000001578,02-0000039851,0  ,20070601,20070601,211229.46768,541238.28807,-,004,001,0  ,-,001,2011-0101-100,25-001578,3024,1,004,-,,001
25-0000007550,02-0000168575,0  ,20110928,20110928,215101.68844,551082.59024,-,002,001,0  ,-,001,2010-1101-128,25-007550,10854,1,001,-,,001
25-0000001825,02-0000129535,0  ,20070601,20070601,194332.9617,554281.06532,-,002,001,0  ,-,001,2011-0401-001,25-001825,8167,1,003,-,,001
25-0000007828,02-0000170253,0  ,20111229  ,20111229  ,201084.167778505,552509.83164281,관급사용,001,002,0  ,4321851    ,001,2011-1101-065,25-007828,11016,1,001,-,,001
25-0000007441,02-0000168092,17 ,20111124  ,20111124  ,203284.07500002,556044.568744628,아이엔티티,001,002,0  ,4378252    ,001,2011-0501-003,25-007441,10762,1,004,-,,001
25-0000006655,02-0000117925,0  ,20091217,20091217,203919.54719,552486.30215,INTT,004,001,0  ,-,001,2011-0101-035,25-006655,7650,1,001,-,,001
25-0000000296,02-0000018638,0  ,00010101,20120201,203558.64489,541040.6462,구전산업,004,001,0  ,-,001,2012-0101-037,25-000296,1687,1,002,-,,001
25-0000000875,02-0000097774,0  ,20070601  ,20120514  ,192965.56069486,544360.329210479,-,001,002,0  ,2165521    ,001,2012-0101-037,25-000875,6298,1,002,-,,001
25-0000007711,02-0000169489,295,20120224,20120224,195383.21213,542594.73732,아이엔티티,001,002,1  ,-,001,2011-0101-066,25-007711,10970,1,004,-,,001
25-0000008388,02-0000030489,0  ,20080101,20100907,191644.76761,545476.1031,.,002,001,1  ,-,001,2010-0101-073,25-008388,2384,1,001,-,,001
25-0000007489,02-0000085795,0  ,20120109  ,20120109  ,207557.97542,558556.09372,-,001,002,0  ,5453763    ,001,2011-0101-106,25-007489,5556,1,004,-,,001
25-0000007504,02-0000168523,0  ,20111219,20111219,207246.99589,550749.98242,명신전자,001,002,0  ,-,001,2011-1101-085,25-007504,10803,1,001,-,,001
25-0000007594,02-0000168883,0  ,20111215  ,20111215  ,185838.97158465,542324.569925739,-,001,002,1  ,1121313    ,001,2010-1111-018,25-007594,10882,1,001,-,,001
25-0000007874,02-0000107157,0  ,20120430,20120430,195804.46807,542454.44328,구전산업,001,001,1  ,-,001,2011-1101-084,25-007874,7001,1,001,-,,001
25-0000008740,02-0000053399,90 ,20120726  ,20120726  ,212462.10858855,549040.664563834,-,001,002,1  ,6254552    ,001,2012-0101-049,25-008740,3630,1,001,-,,001
25-0000009081,02-0000173760,46 ,20120330  ,20120330  ,203113.35000002,546245.218743479,-,001,002,1  ,4168892    ,001,2011-0401-002,25-009081,11618,1,004,-,,001
25-0000008999,02-0000173572,225,20111211  ,20111211  ,195464.655027074,543026.332737683,-,001,002,0  ,3112554    ,001,2010-1101-156,25-008999,11569,1,004,-,,001
25-0000008150,02-0000171635,333,20110905  ,20110905  ,194588.069449391,555350.620653423,명신전자,001,002,0  ,2397821    ,001,2011-1101-019,25-008150,11247,1,001,-,,001
25-0000008067,02-0000171539,0  ,20120430  ,20120430  ,209009.70420862,540654.24935639,한길,001,002,1  ,5087682    ,001,2010-1101-097,25-008067,11204,1,001,-,,001
25-0000008031,02-0000104794,0  ,20120523  ,20120523  ,212668.937500077,547770.006243653,아이엔티티,001,002,0  ,6252903    ,001,2011-0501-004,25-008031,6753,1,001,-,,001
25-0000007904,02-0000171137,0  ,20120414  ,20120414  ,210603.225000064,546194.606243467,구전산전(주),001,002,0  ,6118881    ,001,2012-1101-007,25-007904,11084,1,001,-,,001
25-0000008063,02-0000100737,48 ,20120503  ,20120503  ,185117.41856225,548546.996683913,-,001,002,1  ,1203851    ,001,2010-1111-009,25-008063,6471,1,004,-,,001
25-0000007894,02-0000171015,0  ,20120509  ,20120509  ,185995.712499916,542211.006243005,한길,001,002,1  ,1120692    ,001,2011-1111-016,25-007894,11077,1,001,-,,001
25-0000008750,02-0000047906,0  ,00010101,00010101,215235.82992,551513.20395,-,004,001,0  ,-,001,2012-0101-029,25-008750,3325,1,002,-,,001
25-0000009473,02-0000176012,0  ,20130103  ,20130103  ,203656.068747732,546435.204369338,양광,001,002,1  ,4179932    ,001,2011-1101-010,25-009473,11794,1,001,-,,001
25-0000009269,02-0000133986,39 ,20121128  ,20160919  ,204734.13398798,554308.027293741,명신전자,001,002,0  ,5305113    ,001,2015-0201-093,25-009269,8474,1,004,-,,001
25-0000009427,02-0000137940,90 ,20120612  ,20120612  ,191454.248697,538669.237911607,관급사용,001,002,0  ,2033581    ,001,2012-0101-042,25-009427,8782,1,001,-,,001
25-0000008991,02-0000173534,45 ,20120425  ,20120425  ,194960.17499997,554492.293744446,명신전자,001,002,0  ,3305541    ,001,2011-1101-086,25-008991,11565,1,001,-,,001
25-0000009225,02-0000059858,135,20121221  ,20121221  ,191316.649999946,547110.96249358,삼일신호공사,001,002,1  ,2230272    ,001,2012-0111-010,25-009225,4032,1,001,-,,001
25-0000009390,02-0000144128,135,20130215  ,20130215  ,204034.675000025,541395.174992913,구전산업,001,002,1  ,4089722    ,001,2013-1101-005,25-009390,8983,1,001,-,,001
25-0000009134,02-0000174354,135,20121022,20121022,213150.8468,549723.53895,.,002,001,0  ,-,001,2012-1711-002,25-009134,11659,1,004,-,,001
25-0000001780,02-0000039577,0  ,20070601,20070601,205408.67623,544373.95854,-,001,001,0  ,-,001,2013-0101-006,25-001780,3002,1,005,-,,001
25-0000009362,02-0000015966,291,20130208  ,20130208  ,210675.697917049,543280.988707348,-,001,002,0  ,6113901    ,001,2012-0101-086,25-009362,1151,1,002,-,,001
25-0000009366,02-0000111671,45 ,20130208  ,20130208  ,213034.800000079,549181.506243818,-,003,002,1  ,6264782    ,001,2012-0101-088,25-009366,7236,1,001,-,,001
25-0000008903,02-0000090108,180,20070601  ,20120903  ,202395.172970961,560000.853317333,관급,001,002,0  ,4456451    ,001,2012-0101-137,25-008903,5899,1,002,-,,001
25-0000009484,02-0000175720,0  ,20121203  ,20121203  ,190119.941789539,542062.299371592,-,001,002,1  ,2100863    ,001,2012-1101-058,25-009484,11776,1,004,-,,001
25-0000006666,02-0000065179,183,20100902  ,20161116  ,207086.277205926,550974.493744032,미창,001,002,1  ,5248841    ,001,2016-0101-215,25-006666,4363,1,004,-,,001
25-0000008370,02-0000021793,225,20000101  ,20000101  ,190101.572604632,542036.785000083,-,003,002,1  ,2100852    ,001,2012-0101-043,25-008370,1906,1,004,-,,001
25-0000002057,02-0000130637,0  ,20080101,20080603,201907.45828,560261.13493,아이엔티티,002,001,0  ,-,001,2000-0000-000,25-002057,8189,1,001,-,,001
25-0000001643,02-0000064264,0  ,20070601,20070601,187961.09539,547845.40026,-,001,001,0  ,-,001,2012-0101-117,25-001643,4315,1,004,-,,001
25-0000009699,02-0000029342,62 ,20130617  ,20130617  ,187958.713564583,544573.690604489,진우산전,001,002,1  ,1165569    ,001,2013-0101-062,25-009699,12016,1,001,-,,001
25-0000014123,02-0000170727,133,20221112  ,20221112  ,183421.762499899,552969.843744138,라온라이팅,001,002,1  ,0372447    ,001,2022-0501-001,25-014123,16440,1,001,-,,001
25-0000015414,02-0000201009,-,20181005  ,20231130  ,185376.69259081,551792.394318047,아이엔티티,001,002,1  ,1310307    ,001,2023-0201-077,25-015414,17731,-,004,-,,001
25-0000015429,02-0000201022,-,20190415  ,20231130  ,185541.726103944,551773.339382206,아이엔티티,001,002,1  ,1310709    ,001,2023-0201-077,25-015429,17746,-,004,-,,001
25-0000014121,02-0000066804,321,20221112  ,20221112  ,183430.2624999,552990.468744136,라온라이팅,001,002,1  ,0372549    ,001,2022-0501-001,25-014121,16438,1,001,-,,001
25-0000014122,02-0000066805,171,20221112  ,20221112  ,183438.824999899,552983.156244136,라온라이팅,001,002,1  ,03725410   ,001,2022-0501-001,25-014122,16439,1,001,-,,001
25-0000014120,02-0000066804,161,20221112  ,20221112  ,183428.637499899,552990.843744135,라온라이팅,001,002,1  ,03725410   ,001,2022-0501-001,25-014120,16437,1,001,-,,001
25-0000014119,02-0000066796,202,20221112  ,20221112  ,183414.487499899,552995.620950015,라온라이팅,001,002,1  ,0372446    ,001,2022-0501-001,25-014119,16436,1,001,-,,001
25-0000022271,02-0000224791,-,-,-,-,-,-,001,002,1  ,3128171    ,001,-,25-022271,24588,-,004,-,,001
25-0000013211,02-0000194398,52 ,20161220  ,20240521  ,209339.83865,542597.16878,진우산전,001,002,1  ,5191367    ,001,2024-0201-011,25-013211,15528,1,004,-,,001
25-0000002004,02-0000150812,0  ,20071120,20101120,184104.09781,549944.27638,한국전기교통,001,001,0  ,-,001,2007-1101-579,25-002004,9152,1,001,-,,001
