잔여표시관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,잔여표시관리번호,연번-이력ID,위치정보,FRM_CDE,MNG_AGEN,XGEO,A074_RGB_CDE
25-0000003259,02-0000085051,0  ,20221130  ,20221130  ,206604.78034154,561878.136310195,가온엘이디,001,002,0  ,5530824    ,001,2022-0101-065,25-003259,5478,1,001,-,,001
25-0000012081,02-0000180743,8  ,20221130  ,20221130  ,208400.262500051,558554.331244921,가온엘이디,006,002,1  ,5473463    ,001,2022-0101-065,25-012081,14398,1,001,-,,001
25-0000012082,02-0000180744,186,20221130  ,20221130  ,208410.200000051,558527.893744922,가온엘이디,006,002,1  ,5473453    ,001,2022-0101-065,25-012082,14399,1,001,-,,001
25-0000020050,02-0000084506,-,20221130  ,20221130  ,-,-,가온엘이디,001,002,1  ,5432532    ,001,2022-0101-065,25-020050,22367,-,001,-,,001
25-0000020049,02-0000141471,-,20221130  ,20221130  ,-,-,가온엘이디,001,002,1  ,5432531    ,001,2022-0101-065,25-020049,22366,-,001,-,,001
25-0000020343,02-0000221420,-,20220812  ,20220812  ,-,-,-,001,002,1  ,6112041    ,001,2018-0201-122,25-020343,22660,-,004,-,,001
25-0000020480,02-0000221500,-,20220919  ,20220919  ,-,-,㈜아이엔티티,001,002,1  ,2352921    ,001,2022-0101-055,25-020480,22797,-,001,-,,001
25-0000020479,02-0000221499,-,20220919  ,20220919  ,-,-,㈜아이엔티티,001,002,1  ,2352911    ,001,2022-0101-055,25-020479,22796,-,001,-,,001
25-0000020478,02-0000200268,-,20220916  ,20220916  ,-,-,㈜아이엔티티,001,002,1  ,3228144    ,001,2022-0101-055,25-020478,22795,-,001,-,,001
25-0000020477,02-0000200269,-,20220916  ,20220916  ,-,-,㈜아이엔티티,001,002,1  ,3228143    ,001,2022-0101-055,25-020477,22794,-,001,-,,001
25-0000020476,02-0000200269,-,20220916  ,20220916  ,-,-,㈜아이엔티티,001,002,1  ,3228142    ,001,2022-0101-055,25-020476,22793,-,001,-,,001
25-0000020475,02-0000221498,-,20220916  ,20220916  ,-,-,㈜아이엔티티,001,002,1  ,3228141    ,001,2022-0101-055,25-020475,22792,-,001,-,,001
25-0000020474,02-0000221497,-,20220907  ,20220907  ,-,-,㈜아이엔티티,001,002,1  ,2465642    ,001,2022-0101-055,25-020474,22791,-,001,-,,001
25-0000020473,02-0000221496,-,20220907  ,20220907  ,-,-,㈜아이엔티티,001,002,1  ,2465641    ,001,2022-0101-055,25-020473,22790,-,001,-,,001
25-0000020516,02-0000221681,-,20221219  ,20221219  ,-,-,-,001,002,1  ,21461410   ,001,-,25-020516,22833,-,002,-,,001
25-0000020517,02-0000199968,-,-,-,-,-,-,001,002,1  ,2146143    ,001,-,25-020517,22834,-,001,-,,001
25-0000020519,02-0000221686,-,-,-,-,-,-,001,002,1  ,2146151    ,001,-,25-020519,22836,-,001,-,,001
25-0000020520,02-0000199969,-,-,-,-,-,-,001,002,1  ,2146152    ,001,-,25-020520,22837,-,001,-,,001
25-0000020524,02-0000199970,-,-,-,-,-,-,001,002,1  ,2146042    ,001,-,25-020524,22841,-,001,-,,001
25-0000020525,02-0000221689,-,-,-,-,-,-,001,002,1  ,2146043    ,001,-,25-020525,22842,-,001,-,,001
25-0000020526,02-0000199964,-,-,-,-,-,-,001,002,1  ,2146145    ,001,-,25-020526,22843,-,001,-,,001
25-0000020527,02-0000199964,-,-,-,-,-,-,001,002,1  ,2146146    ,001,-,25-020527,22844,-,001,-,,001
25-0000020528,02-0000178655,-,-,-,-,-,-,001,002,1  ,2134811    ,001,-,25-020528,22845,-,001,-,,001
25-0000020532,02-0000199617,-,-,-,-,-,-,001,002,1  ,2134711    ,001,-,25-020532,22849,-,001,-,,001
25-0000019217,02-0000048436,-,20211127  ,20211127  ,196771.04999998,549779.956243889,명신전자,001,002,1  ,3246104    ,001,2021-0201-101,25-019217,21534,-,001,-,,001
25-0000019216,02-0000219933,-,20211127  ,20211127  ,196762.473611093,549784.493743891,명신전자,001,002,1  ,3246103    ,001,2021-0201-101,25-019216,21533,-,001,-,,001
25-0000005507,02-0000112997,334,20180501  ,20211230  ,196967.337040001,548249.540509865,구전산업,001,002,0  ,3242593    ,001,2021-0201-062,25-005507,7319,1,004,-,,001
25-0000005506,02-0000101181,156,20180501  ,20211230  ,196975.012499981,548228.518743712,피플시스템,001,002,0  ,3242592    ,001,2021-0201-062,25-005506,6497,1,004,-,,001
25-0000001252,02-0000056750,151,20070919  ,20211230  ,196705.91249998,548184.118743578,-,001,002,0  ,3242082    ,001,2021-0201-062,25-001252,3872,1,004,-,,001
25-0000000522,02-0000062682,311,20070601  ,20211230  ,196757.86249998,548214.581243708,-,001,002,0  ,3242196    ,001,2021-0201-062,25-000522,4211,1,004,-,,001
25-0000005498,02-0000056753,0  ,20100222  ,20211230  ,196624.091758689,548195.736054683,구전산업,001,002,0  ,3232888    ,001,2021-0201-062,25-005498,3874,1,004,-,,001
25-0000005501,02-0000056744,0  ,20100222  ,20211230  ,196586.441372184,548174.996026386,구전산업,001,002,0  ,3232887    ,001,2021-0201-062,25-005501,3870,1,004,-,,001
25-0000005497,02-0000056762,0  ,20100222  ,20211230  ,196361.741522397,548184.13142082,구전산업,001,002,0  ,3232382    ,001,2021-0201-062,25-005497,3878,1,004,-,,001
25-0000019296,02-0000220099,-,20211130  ,20211130  ,197533.76325756,548310.23124372,진우산전㈜,001,002,1  ,3253712    ,001,2021-0201-005,25-019296,21613,-,001,-,,001
25-0000019295,02-0000220098,-,20211130  ,20211130  ,197530.172348468,548321.981243721,진우산전㈜,001,002,1  ,3253711    ,001,2021-0201-005,25-019295,21612,-,001,-,,001
25-0000019294,02-0000220097,-,20211130  ,20211130  ,197525.42234847,548316.731243719,진우산전㈜,001,002,1  ,3253612    ,001,2021-0201-005,25-019294,21611,-,001,-,,001
25-0000019293,02-0000220096,-,20211130  ,20211130  ,197512.984032353,548315.114216798,진우산전㈜,001,002,1  ,3253611    ,001,2021-0201-005,25-019293,21610,-,001,-,,001
25-0000019314,02-0000200265,-,20220416  ,20220416  ,195758.130506012,550919.214409839,(주)가온엘이디,001,002,1  ,3228138    ,001,2022-0201-023,25-019314,21631,-,001,-,,001
25-0000019313,02-0000200264,-,20220416  ,20220416  ,195763.13050601,550916.276909839,(주)가온엘이디,001,002,1  ,3228137    ,001,2022-0201-023,25-019313,21630,-,001,-,,001
25-0000019312,02-0000200263,-,20220416  ,20220416  ,195761.38050601,550906.714409839,(주)가온엘이디,001,002,1  ,3228136    ,001,2022-0201-023,25-019312,21629,-,001,-,,001
25-0000019311,02-0000200262,-,20220416  ,20220416  ,195760.818006011,550900.21440984,(주)가온엘이디,001,002,1  ,3228135    ,001,2022-0201-023,25-019311,21628,-,001,-,,001
25-0000019310,02-0000200261,-,20220416  ,20220416  ,195746.755506011,550902.02690984,(주)가온엘이디,001,002,1  ,3228134    ,001,2022-0201-023,25-019310,21627,-,001,-,,001
25-0000019309,02-0000200260,-,20220416  ,20220416  ,195742.880506009,550904.714409709,(주)가온엘이디,001,002,1  ,3228133    ,001,2022-0201-023,25-019309,21626,-,001,-,,001
25-0000019308,02-0000200259,-,20220416  ,20220416  ,195734.825720593,550913.02018526,(주)가온엘이디,001,002,1  ,32281310   ,001,2022-0201-023,25-019308,21625,-,001,-,,001
25-0000005987,02-0000002555,22 ,20200923  ,20220416  ,194187.651702079,552399.835044412,(주)가온엘이디,001,002,1  ,2391024    ,001,2022-0201-023,25-005987,199,1,002,-,,001
25-0000005988,02-0000002554,206,20160324  ,20220416  ,194206.135930001,552396.133849867,(주)가온엘이디,001,002,1  ,2391023    ,001,2022-0201-023,25-005988,198,1,002,-,,001
25-0000019511,02-0000220474,-,20210301  ,20210301  ,215624.387500096,550918.631244021,명신전자,001,002,1  ,7218836    ,001,2016-0201-012,25-019511,21828,-,001,-,,001
25-0000019510,02-0000220473,-,20210301  ,20210301  ,215612.600000095,550932.81874402,명신전자,001,002,1  ,7218835    ,001,2016-0201-012,25-019510,21827,-,001,-,,001
25-0000007512,02-0000168545,120,20110804  ,20210301  ,215155.27950416,550887.562775954,명신전자,001,002,1  ,7208929    ,001,2016-0201-012,25-007512,10812,1,002,-,,001
25-0000002325,02-0000017848,0  ,20080701  ,20210817  ,196991.37777765,542437.387317664,20210817,001,002,1  ,31416310   ,001,2021-0101-075,25-002325,1576,1,002,-,,001
25-0000002326,02-0000017854,0  ,20080701  ,20210817  ,196996.299999981,542429.062492485,명신전자,001,002,1  ,3141639    ,001,2021-0101-075,25-002326,1577,1,002,-,,001
25-0000019889,02-0000159418,-,20221214  ,20221214  ,-,-,아이엔티티,001,002,1  ,4203761    ,001,2022-0101-105,25-019889,22206,-,001,-,,001
25-0000001871,02-0000127170,0  ,20221001  ,20221001  ,202441.225000015,556301.324994661,(주)명신전자,001,002,1  ,4359509    ,001,2022-0201-122,25-001871,8061,1,001,-,,001
25-0000001713,02-0000116586,0  ,20070601  ,20220620  ,203791.512500024,563020.418745456,태대,001,002,1  ,4582253    ,001,2022-0101-063,25-001713,7545,1,002,-,,001
25-0000003117,02-0000086068,0  ,20090323  ,20220620  ,203591.900000023,562566.568745404,태대,001,002,1  ,4571865    ,001,2022-0101-063,25-003117,5600,1,002,-,,001
25-0000020371,02-0000221434,-,20211124  ,20211124  ,-,-,-,001,002,1  ,4333892    ,001,2021-0101-090,25-020371,22688,-,001,-,,001
25-0000020370,02-0000221433,-,20211124  ,20211124  ,-,-,-,001,002,1  ,4333891    ,001,2021-0101-090,25-020370,22687,-,001,-,,001
25-0000013318,02-0000168473,12 ,20170311  ,20211124  ,201570.33747,553770.16929,-,001,002,1  ,4334708    ,001,2021-0101-090,25-013318,15635,1,002,-,,001
25-0000001108,02-0000087254,0  ,20190731  ,20220620  ,204074.325000026,564909.918745682,㈜아이엔티티,001,002,1  ,4586738    ,001,2022-0101-063,25-001108,5717,1,004,-,,001
25-0000001910,02-0000127223,0  ,20070601  ,20220620  ,203822.512500024,563020.293745456,태대,001,002,1  ,4582254    ,001,2022-0101-063,25-001910,8079,1,002,-,,001
25-0000011528,02-0000165757,226,20140722  ,20221018  ,201038.627346649,548534.469916938,(주)가온엘이디,001,002,1  ,4223755    ,001,2022-0401-004,25-011528,13845,1,002,-,,001
25-0000008772,02-0000165759,72 ,20010101  ,20221018  ,201016.487500009,548544.743743618,(주)가온엘이디,001,002,1  ,4223654    ,001,2022-0401-004,25-008772,10493,1,002,-,,001
25-0000015829,02-0000180265,-,20190719  ,20221018  ,200909.058461257,548352.822646904,명신전자,001,002,1  ,4223423    ,001,2022-0401-004,25-015829,18146,-,004,-,,001
25-0000012021,02-0000180452,7  ,20140910  ,20221018  ,200922.77329316,550566.713692638,(주)가온엘이디,006,002,1  ,4227467    ,001,2022-0401-004,25-012021,14338,1,002,-,,001
25-0000012958,02-0000180451,18 ,20221018  ,20221018  ,200940.81142472,550556.03549115,(주)가온엘이디,001,002,1  ,4227566    ,001,2022-0401-004,25-012958,15275,1,002,-,,001
25-0000012020,02-0000054387,286,20171124  ,20221018  ,200966.18461963,550574.835029008,(주)가온엘이디,001,002,1  ,4227565    ,001,2022-0401-004,25-012020,14337,1,002,-,,001
25-0000005931,02-0000126690,265,20100603  ,20221130  ,192515.158880101,552168.451272031,명신전자,001,002,1  ,2350689    ,001,2022-9901-004,25-005931,7988,1,002,-,,001
25-0000017704,02-0000071862,-,20201123  ,20201123  ,203856.937500024,553906.056244375,㈜명신전자,001,002,1  ,4384331    ,001,2020-0401-016,25-017704,20021,-,001,-,,001
25-0000017703,02-0000194266,-,20201112  ,20201112  ,208845.21805561,555084.14999426,㈜명신전자,001,002,1  ,5386362    ,001,2020-0401-016,25-017703,20020,-,001,-,,001
25-0000017702,02-0000082027,-,20201112  ,20201112  ,208839.897000206,555077.805518158,㈜명신전자,001,002,1  ,5386365    ,001,2020-0401-016,25-017702,20019,-,001,-,,001
25-0000017701,02-0000082657,-,20201112  ,20201112  ,208822.584500204,555086.805518159,㈜명신전자,001,002,1  ,5386264    ,001,2020-0401-016,25-017701,20018,-,001,-,,001
25-0000017700,02-0000082655,-,20201112  ,20201112  ,208817.437733699,555106.991464458,㈜명신전자,001,002,1  ,5386272    ,001,2020-0401-016,25-017700,20017,-,001,-,,001
25-0000017699,02-0000082554,-,20201112  ,20201112  ,208834.834500204,555131.430518159,㈜명신전자,001,002,1  ,5386373    ,001,2020-0401-016,25-017699,20016,-,001,-,,001
25-0000017698,02-0000082556,-,20201112  ,20201112  ,208841.062733699,555141.428964458,㈜명신전자,001,002,1  ,5386371    ,001,2020-0401-016,25-017698,20015,-,001,-,,001
25-0000006940,02-0000101865,213,20110125  ,20201127  ,203827.87500002,554142.756244271,-,001,002,0  ,4384372    ,001,2020-0401-016,25-006940,6537,1,004,-,,001
25-0000006936,02-0000114315,120,20201127  ,20201127  ,203791.00000002,554119.856244281,㈜명신전자,001,002,1  ,4384278    ,001,2020-0401-016,25-006936,7413,1,001,-,,001
25-0000002143,02-0000053158,90 ,20201202  ,20201202  ,206022.462500041,548427.968743597,㈜명신전자,001,002,1  ,5223632    ,001,2020-0401-016,25-002143,3600,1,001,-,,001
25-0000002142,02-0000111611,301,20201202  ,20201202  ,206029.975000037,548440.918743733,㈜명신전자,001,002,1  ,5223736    ,001,2020-0401-016,25-002142,7228,1,001,-,,001
25-0000017693,02-0000076305,-,20201124  ,20201124  ,203729.987500023,554653.193744465,㈜명신전자,001,002,1  ,4385182    ,001,2020-0401-016,25-017693,20010,-,001,-,,001
25-0000017692,02-0000114999,-,20201124  ,20201124  ,203674.090096711,554647.427079531,㈜명신전자,001,002,1  ,4375971    ,001,2020-0401-016,25-017692,20009,-,001,-,,001
25-0000017691,02-0000076320,-,20201124  ,20201124  ,203681.24890468,554631.601502241,㈜명신전자,001,002,1  ,4385071    ,001,2020-0401-016,25-017691,20008,-,001,-,,001
25-0000017690,02-0000015206,-,20201124  ,20201124  ,203770.635400138,554663.222539266,㈜명신전자,001,002,1  ,4385181    ,001,2020-0401-016,25-017690,20007,-,001,-,,001
25-0000017689,02-0000015205,-,20201124  ,20201124  ,203770.998355431,554645.916441162,㈜명신전자,001,002,1  ,4385174    ,001,2020-0401-016,25-017689,20006,-,001,-,,001
25-0000017688,02-0000076313,-,20201124  ,20201124  ,203764.31085543,554637.166441161,㈜명신전자,001,002,1  ,4385173    ,001,2020-0401-016,25-017688,20005,-,001,-,,001
25-0000017687,02-0000015203,-,20201124  ,20201124  ,203745.62335543,554627.666441161,㈜명신전자,001,002,1  ,4385172    ,001,2020-0401-016,25-017687,20004,-,001,-,,001
25-0000017686,02-0000175226,-,20201124  ,20201124  ,203739.49835543,554636.978941163,㈜명신전자,001,002,1  ,4385171    ,001,2020-0401-016,25-017686,20003,-,001,-,,001
25-0000005181,02-0000073633,162,20091217  ,20201112  ,205489.937500039,554492.30624432,INTT,001,002,0  ,5315645    ,001,2020-0401-016,25-005181,4840,1,004,-,,001
25-0000017685,02-0000215347,-,20201112  ,20201112  ,205524.293648399,554499.436609339,㈜명신전자,001,002,1  ,5315644    ,001,2020-0401-016,25-017685,20002,-,001,-,,001
25-0000004828,02-0000101782,295,20201207  ,20201207  ,205091.525931421,552607.620840669,㈜명신전자,001,002,1  ,5301877    ,001,2020-0401-016,25-004828,6530,1,001,-,,001
25-0000006796,02-0000114147,49 ,20201207  ,20201207  ,205065.075608489,552613.587570152,㈜명신전자,001,002,1  ,5301777    ,001,2020-0401-016,25-006796,7389,1,001,-,,001
25-0000004831,02-0000069756,96 ,20201207  ,20201207  ,205048.745658579,552586.133809569,㈜명신전자,001,002,1  ,5301766    ,001,2020-0401-016,25-004831,4602,1,001,-,,001
25-0000006798,02-0000215335,92 ,20201207  ,20201207  ,205087.137500031,552587.431244088,㈜명신전자,001,002,1  ,5301866    ,001,2020-0401-016,25-006798,4621,1,001,-,,001
25-0000006794,02-0000169653,11 ,20201207  ,20201207  ,205064.308158581,552581.821309568,㈜명신전자,001,002,1  ,5301765    ,001,2020-0401-016,25-006794,4601,1,001,-,,001
25-0000007062,02-0000110002,0  ,20100510  ,20211129  ,205068.463461769,545098.235703446,관급,003,002,1  ,5106762    ,001,2021-1701-006,25-007062,7159,1,004,-,,001
25-0000005932,02-0000126690,92 ,20100603  ,20221130  ,192513.7301272,552171.665646568,명신전자,001,002,1  ,2350688    ,001,2022-9901-004,25-005932,7987,1,002,-,,001
25-0000012984,02-0000126692,287,20150301  ,20221130  ,192518.02829,552191.928989869,명신전자,001,002,1  ,2350687    ,001,2022-9901-004,25-012984,15301,1,002,-,,001
25-0000019855,02-0000126704,-,20221130  ,20221130  ,192035.524999952,552450.660789661,명신전자,001,002,1  ,2341744    ,001,2022-9901-004,25-019855,22172,-,002,-,,001
25-0000019854,02-0000126703,-,20221130  ,20221130  ,192047.587499953,552455.660789661,명신전자,001,002,1  ,2341743    ,001,2022-9901-004,25-019854,22171,-,002,-,,001
25-0000018494,02-0000218860,-,20210831  ,20210831  ,194524.463376721,549355.000848119,아이엔티티,001,002,1  ,2295621    ,001,2021-1701-001,25-018494,20811,-,001,-,,001
25-0000011552,02-0000004451,74 ,20140730  ,20210831  ,194497.024999969,549336.86874371,아이엔티티,001,002,1  ,22956110   ,001,2021-1701-001,25-011552,13869,1,002,-,,001
25-0000011553,02-0000004450,343,20140730  ,20210831  ,194486.71249997,549322.931243708,아이엔티티,001,002,1  ,22956110   ,001,2021-1701-001,25-011553,13870,1,002,-,,001
25-0000011554,02-0000004449,195,20140730  ,20210831  ,194497.837499969,549316.743743707,아이엔티티,001,002,1  ,22956110   ,001,2021-1701-001,25-011554,13871,1,002,-,,001
25-0000011555,02-0000004448,343,20140730  ,20210831  ,194512.099999971,549304.043743707,아이엔티티,001,002,1  ,2295619    ,001,2021-1701-001,25-011555,13872,1,002,-,,001
25-0000004513,02-0000136704,323,20091106  ,20210831  ,194538.299999971,549318.768743707,아이엔티티,001,002,1  ,2295713    ,001,2021-1701-001,25-004513,8673,1,002,-,,001
25-0000012379,02-0000181647,231,20151012  ,20161023  ,203762.787500025,562593.943745404,관급,006,002,0  ,4581164    ,001,2016-0101-156,25-012379,14696,1,004,-,,001
25-0000019801,02-0000075823,-,20221201  ,20221201  ,196784.76250103,542223.726330744,(주)디오전자,001,002,1  ,3140292    ,001,2022-0101-062,25-019801,22118,-,002,-,,001
25-0000020054,02-0000086792,-,20221130  ,20221130  ,-,-,가온엘이디,001,002,1  ,4581851    ,001,2022-0101-065,25-020054,22371,-,001,-,,001
25-0000020053,02-0000086802,-,20221130  ,20221130  ,-,-,가온엘이디,001,002,1  ,4581868    ,001,2022-0101-065,25-020053,22370,-,001,-,,001
25-0000003113,02-0000086801,19 ,20221130  ,20221130  ,204092.271856901,562555.598203259,가온엘이디,001,002,1  ,4581867    ,001,2022-0101-065,25-003113,5667,1,001,-,,001
25-0000020669,02-0000015786,-,20230514  ,20230514  ,-,-,(주)가온엘이디,001,001,1  ,2298562    ,001,-,25-020669,22986,-,003,-,,001
25-0000006982,02-0000164689,0  ,20230601  ,20230601  ,206461.381460489,558434.932793202,(주)명신전자,001,002,1  ,54335310   ,001,2021-0201-073,25-006982,10435,1,001,-,,001
25-0000004677,02-0000157669,0  ,20231212  ,20231212  ,208968.249487792,543082.016249648,㈜명신전자,001,002,1  ,5182562    ,001,2017-0201-130,25-004677,9639,1,001,-,,001
25-0000021018,02-0000205059,-,-,-,-,-,-,001,002,1  ,5354202    ,001,-,25-021018,23335,-,001,-,,001
25-0000001782,02-0000052607,0  ,20070601  ,20220719  ,204583.175000028,552018.243744154,관급,001,002,1  ,4390854    ,001,2023-0101-036,25-001782,3570,1,004,-,,001
25-0000004954,02-0000068829,239,20091217  ,20220726  ,206362.13104,552729.15717,관급,001,002,0  ,5331393    ,001,2023-0101-036,25-004954,4538,1,004,-,,001
25-0000021023,02-0000178029,-,-,-,-,-,-,001,002,0  ,5245181    ,001,-,25-021023,23340,-,001,-,,001
25-0000021028,02-0000222874,-,-,-,-,-,-,001,002,1  ,5262122    ,001,-,25-021028,23345,-,001,-,,001
25-0000021034,02-0000222878,-,-,-,-,-,-,001,002,1  ,5202972    ,001,-,25-021034,23351,-,001,-,,001
25-0000020924,02-0000222783,-,20210422  ,20210422  ,-,-,태영산업,001,002,1  ,5399093    ,001,2018-0201-124,25-020924,23241,-,001,-,,001
25-0000020914,02-0000222774,-,20210422  ,20210422  ,-,-,태영산업,001,002,1  ,5389881    ,001,2018-0201-124,25-020914,23231,-,001,-,,001
